Water Company Name,"Site Name
(EA Consents Database)","Site Name
(WaSC operational)
[optional]","EA Permit Reference
(EA Consents Database)","WaSC Supplementary Permit Ref.
[optional]",Activity Reference on Permit,Storm Discharge Asset Type,"Outlet Discharge NGR
(EA Consents Database)","WFD Waterbody ID (Cycle 2)
(discharge outlet)","WFD Waterbody Catchment Name (Cycle 2)
(discharge outlet)","Receiving Water / Environment (common name)
(EA Consents Database)",Shellfish Water (only populate for storm overflow with a Shellfish Water EDM requirement),Bathing Water (only populate for storm overflow with a Bathing Water EDM requirement),"Treatment Method
(over & above Storm Tank settlement / screening)",Initial EDM Commission Date,Total Duration (hrs) all spills prior to processing through 12-24h count method,Counted spills using 12-24h count method,Long-term average spill count,"No. full years EDM data
(years)","EDM Operation -
% of reporting period EDM operational","EDM Operation -
Reporting % -
Primary Reason <90%","EDM Operation -
Action taken / planned -
Status & timeframe","High Spill Frequency -
Operational Review -
Primary Reason","High Spill Frequency -
Action taken / planned -
Status & timeframe","High Spill Frequency -
Environmental Enhancement -
Planning Position (Hydraulic capacity)",Unique ID,Grid reference,Latitude,Longitude
Northumbrian Water,EGLINGHAM STW,EGLINGHAM STW,222/0043,6NW800114,To be permitted for storm,Inlet SO at WwTW,NY8402056203,GB103022076390,Eglingham Burn from Source to Shipley Burn,Eglingham Burn,,,Not Applicable,Commissioned in 2020 - full year data expected,19.75,5,4.74,3 (installed 2020),95.88,,,,,,6NW800114,NY8402056203,54.900294,-2.2507141
Northumbrian Water,BELFORD SEWAGE TREATMENT WORKS,BELFORD SEWAGE TREATMENT WORKS,221/1034,6NW800115,221/1034-03,Inlet SO at WwTW,NU1171033885,GB103022076460,Belford Burn from Source to Ross Low,BELFORD BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,972.08,93,93.94,4 (installed 2019),99.64,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800115,NU1171033885,55.598449,-1.8157307
Northumbrian Water,HOLY ISLAND STW,HOLY ISLAND STW,221/1016,6NW800116,221/1016-03,Inlet SO at WwTW,NU1413041940,GB650301440000,Northumberland North,NORTH SEA,,,Not Applicable,Commissioned in 2020 - full year data expected,74.80,21,18.49,4 (installed 2019),100.00,,,,,,6NW800116,NU1413041940,55.670761,-1.7769169
Northumbrian Water,FELTON STW,FELTON STW,223/0993,6NW800117,223/0993-03,Inlet SO at WwTW,NU1913000570,GB103022076693,Coquet from Forest Burn to Tidal Limit,COQUET,,,Not Applicable,Commissioned in 2020 - full year data expected,138.49,30,38.62,4 (installed 2019),99.98,,,,,,6NW800117,NU1913000570,55.298868,-1.7002579
Northumbrian Water,ALNWICK STW,ALNWICK STW,222/0862,6NW800118,A3,Inlet SO at WwTW,NU2076113137,GB103022076350,Aln from Edlingham Burn to Tidal Limit,RIVER ALN,,,Not Applicable,Commissioned in 2020 - full year data expected,282.00,80,62.96,4 (installed 2019),99.88,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800118,NU2076113137,55.411723,-1.6736441
Northumbrian Water,EMBLETON SEWAGE WORKS CSO,EMBLETON SEWAGE WORKS CSO,221/G/0336,6NW800119,,Inlet SO at WwTW,NU2332021860,GB103022076370,Embleton Burn form Source to N Sea,EMBLETON BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,53.71,20,32.01,3 (installed 2020),94.58,,,,,,6NW800119,NU2332021860,55.489988,-1.6324998
Northumbrian Water,TOGSTON SEWAGE TREATMENT WORKS,TOGSTON SEWAGE TREATMENT WORKS,224/0992,6NW800120,224/0992-03,Inlet SO at WwTW,NU2501001480,362,Lady Burn to north Sea,LADY BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,865.72,77,85.44,4 (installed 2019),99.94,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800120,NU2501001480,55.306783,-1.6075721
Northumbrian Water,DUNSTAN SEWAGE TREATMENT WORKS,DUNSTAN SEWAGE TREATMENT WORKS,221/0912,6NW800121,221/0912-02,Inlet SO at WwTW,NU2511019920,GB650301500001,Northumberland South,CRASTER BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,0.00,0,4.22,3 (installed 2020),99.93,,,,,,6NW800121,NU2511019920,55.472468,-1.6043471
Northumbrian Water,AMBLE WASTE WATER TREATMENT WORKS,AMBLE WASTE WATER TREATMENT WORKS,223/0931,6NW800122,A2,Inlet SO at WwTW,NU2767004990,GB650301500001,Northumberland South,NORTH SEA,,,Not Applicable,Commissioned in 2020 - full year data expected,872.64,166,135.40,3 (installed 2020),100.00,,,Performance - Asset configuration (e.g. PS/rising main/storm tanks),N/A - Ongoing investigation,,6NW800122,NU2767004990,55.33818,-1.5653265
Northumbrian Water,TINDALE STW,TINDALE STW,232/1147,6NW800123,232/1147-02,Inlet SO at WwTW,NY6196059256,GB103023075470,Hartley Burn from Source to Black Burn,TARN BECK,,,Not Applicable,Commissioned in 2020 - full year data expected,32.54,11,15.24,4 (installed 2019),99.90,,,,,,6NW800123,NY6196059256,54.92653,-2.5950989
Northumbrian Water,LONGBYRE STW,LONGBYRE STW,232/1155,6NW800124,232/1155-03,Inlet SO at WwTW,NY6564066240,GB103023075580,Tipalt Burn from Source to South Tyne,POW CHARNEY BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,0.00,0,1.62,3 (installed 2020),98.59,,,,,,6NW800124,NY6564066240,54.989555,-2.5385188
Northumbrian Water,HALTWHISTLE STW,HALTWHISTLE STW,232/1098,6NW800125,232/1098-03,Inlet SO at WwTW,NY7159063720,GB103023075570,Haltwhistle Burn from Source to South Tyne,SOUTH TYNE / HALTWHISTLE BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,245.06,96,78.95,4 (installed 2019),100.00,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800125,NY7159063720,54.967287,-2.4452835
Northumbrian Water,FALSTONE & STANNERSBURN SEWAGE TREA,FALSTONE & STANNERSBURN SEWAGE TREA,231/A/0490,6NW800126,,Inlet SO at WwTW,NY7230087000,GB103023075070,N Tyne from Lewis Burn to Tarset Burn,NORTH TYNE,,,Not Applicable,Commissioned in 2022 - full year data expected,,,19.00,2 (installed 2021),0.00,Installation set-up/design issue,N/A - Ongoing investigation,,,,6NW800126,NY7230087000,55.176516,-2.4364663
Northumbrian Water,FALSTONE AND STANNERSBURN PS,FALSTONE AND STANNERSBURN PS,231/A/0491,6NW800127,,Inlet SO at WwTW,NY7238087040,GB103023075070,N Tyne from Lewis Burn to Tarset Burn,NORTH TYNE,,,Not Applicable,Jan 2023,,,,1 (installed 2022),0.00,Installation set-up/design issue,N/A - Ongoing investigation,,,,6NW800127,NY7238087040,55.17688,-2.4352142
Northumbrian Water,MELKRIDGE STW,MELKRIDGE STW,232/1156,6NW800128,232/1156-03,Inlet SO at WwTW,NY7435063780,GB103023075532,South Tyne from Tipalt Burn to Allen,RIVER SOUTH TYNE,,,Not Applicable,Commissioned in 2020 - full year data expected,33.09,64,56.21,4 (installed 2019),100.00,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800128,NY7435063780,54.967976,-2.4021801
Northumbrian Water,LANEHEAD STW,LANEHEAD STW,231/0922,6NW800129,A2,Inlet SO at WwTW,NY7880585879,GB103023074991,Tarset Burn from Black Burn to N Tyne,TARSET BURN,,,Not Applicable,Commissioned in 2022 - full year data expected,0.00,0,0.00,2 (installed 2021),0.82,Telemetry or data archiving failure / issue,Scheduled,,,,6NW800129,NY7880585879,55.166766,-2.3342474
Northumbrian Water,GUNNERTON STW,GUNNERTON STW,231/1078,6NW800133(1),231/1078-03,Inlet SO at WwTW,NY9042074970,GB103023074880,Gunnerton Burn from Source to N Tyne,GUNNERTON BURN,,,Not Applicable,Jan 2023,211.75,66,,<1 yr (installed 2023),99.92,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800133(1),NY9042074970,55.069102,-2.1515507
Northumbrian Water,GUNNERTON STW,GUNNERTON STW,231/1078,6NW800133(2),231/1078-04,Inlet SO at WwTW,NY9042074970,GB103023074880,Gunnerton Burn from Source to N Tyne,GUNNERTON BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,1.00,3,2.92,3 (installed 2020),93.96,,,,,,6NW800133(2),NY9042074970,55.069102,-2.1515507
Northumbrian Water,WALL SEWAGE TREATMENT WORKS,WALL SEWAGE TREATMENT WORKS,231/A/0453,6NW800134,6-12 x DWF,Inlet SO at WwTW,NY9139068533,GB103023075802,N Tyne from Barrasford to S Tyne confluence,RIVER NORTH TYNE,,,Not Applicable,Commissioned in 2020 - full year data expected,120.15,82,77.45,4 (installed 2019),99.89,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800134,NY9139068533,55.011277,-2.1361647
Northumbrian Water,WALL SEWAGE TREATMENT WORKS,WALL SEWAGE TREATMENT WORKS,231/A/0454,6NW800135,12xDWF,Inlet SO at WwTW,NY9136068550,GB103023075802,N Tyne from Barrasford to S Tyne confluence,NORTH TYNE,,,Not Applicable,Commissioned in 2021 - full year data expected,0.00,0,1.33,3 (installed 2020),100.00,,,,,,6NW800135,NY9136068550,55.011429,-2.1366343
Northumbrian Water,HUMSHAUGH STW,HUMSHAUGH STW,231/1108,6NW800136,A2,Inlet SO at WwTW,NY9216070690,GB103023075802,N Tyne from Barrasford to S Tyne confluence,RIVER NORTH TYNE,,,Not Applicable,Commissioned in 2020 - full year data expected,287.48,47,37.29,4 (installed 2019),98.58,,,,,,6NW800136,NY9216070690,55.030673,-2.1241845
Northumbrian Water,ELSDON SEWAGE TREATMENT WORKS,ELSDON SEWAGE TREATMENT WORKS,231/1027,6NW800137,A2,Inlet SO at WwTW,NY9372992983,GB103023075240,Elsdon Burn Upper Catchment West,ELSDON BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,148.50,37,15.50,3 (installed 2020),99.99,,,,,,6NW800137,NY9372992983,55.231019,-2.1001403
Northumbrian Water,ROOKHOPE STW,ROOKHOPE STW,241/1145,6NW800138,A2,Inlet SO at WwTW,NY9429041827,GB103024077530,Rookhope Burn from Source to Wear,ROOKHOPE BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,1760.16,136,97.68,4 (installed 2019),99.62,,,N/A - Ongoing investigation,Scheduled,,6NW800138,NY9429041827,54.771331,-2.0902788
Northumbrian Water,COLWELL STW,COLWELL STW,231/1077,6NW800139,231/1077-04,Inlet SO at WwTW,NY9538575002,GB103023074890,Barrasford Burn Catchment (trib of N Tyne),COAL BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,84.04,14,38.55,3 (installed 2020),100.00,,,,,,6NW800139,NY9538575002,55.069462,-2.0738037
Northumbrian Water,SLALEY STW,SLALEY STW,233/1178,6NW800141,233/1178-03,Inlet SO at WwTW,NY9839957296,GB103023075650,March Burn Catchment (trib of Tyne),FLOTHERS BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,40.88,21,23.30,3 (installed 2020),100.00,,,,,,6NW800141,NY9839957296,54.910372,-2.0265005
Northumbrian Water,ROMALDKIRK SEWAGE DISPOSAL WORKS,ROMALDKIRK SEWAGE DISPOSAL WORKS,25/01/0912,6NW800142,25/01/0912-04,Inlet SO at WwTW,NZ0020022600,GB103025072511,Tees from Maize Beck to Percy Beck,RIVER TEES,,,Not Applicable,Commissioned in 2021 - full year data expected,1.35,7,3.97,2 (installed 2021),81.53,Comms failure / issue,Resolved - Jul,,,,6NW800142,NZ0020022600,54.598579,-1.9984196
Northumbrian Water,COTHERSTONE STW,COTHERSTONE STW,25/01/0920,6NW800143,A2,Inlet SO at WwTW,NZ0071020010,GB103025072240,Balder Catchment (trib of Tees),RIVER BALDER,,,Not Applicable,Commissioned in 2020 - full year data expected,3674.17,223,183.00,3 (installed 2020),93.63,,,N/A - Ongoing investigation,N/A - Ongoing investigation,,6NW800143,NZ0071020010,54.575303,-1.9905311
Northumbrian Water,BOLDRON STW,BOLDRON STW,252/0073,6NW800144,A2,Inlet SO at WwTW,NZ0381114407,GB103025072512,Tees from Percy Beck to River Greta,Tributary of Manifold Beck,,,Not Applicable,Commissioned in 2020 - full year data expected,1325.76,264,156.87,3 (installed 2020),91.51,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW800144,NZ0381114407,54.524937,-1.9426313
Northumbrian Water,FROSTERLEY SEWAGE TREATMENT WORKS,FROSTERLEY SEWAGE TREATMENT WORKS,241/1104,6NW800145,241/1104-03,Inlet SO at WwTW,NZ0442036871,GB103024077461,Wear from Middlehope Burn to Houselop Beck,WEAR,,,Not Applicable,Commissioned in 2020 - full year data expected,528.66,95,76.58,4 (installed 2019),99.91,,,N/A - Ongoing investigation,Scheduled,,6NW800145,NZ0442036871,54.726809,-1.9328919
Northumbrian Water,BARNARD CASTLE STW,BARNARD CASTLE STW,25/02/1111,6NW800146,25/02/1111-03,Inlet SO at WwTW,NZ0582015460,GB103025072512,Tees from Percy Beck to River Greta,River Tees,,,Not Applicable,Commissioned in 2020 - full year data expected,31.07,13,11.84,3 (installed 2020),99.98,,,,,,6NW800146,NZ0582015460,54.534381,-1.9115714
Northumbrian Water,BARNINGHAM STW,BARNINGHAM STW,252/0364,6NW800147,A2,Inlet SO at WwTW,NZ0864310923,GB103025072150,Aldbrough Beck from Source to Clow Beck,NOR BECK,,,Not Applicable,Commissioned in 2020 - full year data expected,127.49,18,14.16,3 (installed 2020),100.00,,,,,,6NW800147,NZ0864310923,54.493568,-1.8680767
Northumbrian Water,SATLEY STW,SATLEY STW,244/0042,6NW800148,,Inlet SO at WwTW,NZ1200943833,GB103024077310,Browney from Source to Pan Burn,Steeley Burn,,,Not Applicable,Commissioned in 2020 - full year data expected,1137.99,114,49.86,3 (installed 2020),79.43,Sensor failure / issue,N/A - Ongoing investigation,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW800148,NZ1200943833,54.789251,-1.8147737
Northumbrian Water,CROOKHALL STW,CROOKHALL STW,244/1006,6NW800150,244/1006-03,Inlet SO at WwTW,NZ1256050430,GB103024077330,"Smallhope Burn from Source to Browney, Stocke","STOCKERLEY BURN, TRIBUTARY OF",,,Not Applicable,Commissioned in 2020 - full year data expected,368.83,85,67.45,4 (installed 2019),100.00,,,N/A - Ongoing investigation,Scheduled,Other investigation - non-WINEP/Green Recovery,6NW800150,NZ1256050430,54.84852,-1.8059216
Northumbrian Water,OVINGTON STW,OVINGTON STW,252/0366,6NW800151,A2,Inlet SO at WwTW,NZ1330315050,GB103025072190,Tees from River Greta to River Skerne,TEES,,,Not Applicable,Commissioned in 2020 - full year data expected,0.48,4,5.69,3 (installed 2020),43.16,Comms failure / issue,Resolved - Jul,,,,6NW800151,NZ1330315050,54.530557,-1.7959497
Northumbrian Water,WINSTON STW,WINSTON STW,25/02/1120,6NW800152,25/02/1120-02,Inlet SO at WwTW,NZ1436316565,GB103025072190,Tees from River Greta to River Skerne,RIVER TEES,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.20,1,11.55,10+ (installed pre-2013),99.99,,,,,,6NW800152,NZ1436316565,54.544143,-1.7794971
Northumbrian Water,RAMSHAW SEWAGE TREATMENT WORKS,RAMSHAW SEWAGE TREATMENT WORKS,242/1071,6NW800153,A3,Inlet SO at WwTW,NZ1532425947,GB103024072690,Gaunless from Source to Hummer Beck,GAUNLESS,,,Not Applicable,Commissioned in 2020 - full year data expected,75.73,54,49.77,3 (installed 2020),96.46,,,N/A - Ongoing investigation,Scheduled,,6NW800153,NZ1532425947,54.628428,-1.7641566
Northumbrian Water,HOLLINSIDE STW,HOLLINSIDE STW,244/0087,6NW800154,244/0087-02,Inlet SO at WwTW,NZ1504346172,GB103024077320,Browney from Pan Burn to Smallhope Burn,"BROWNEY, TRIBUTARY OF",,,Not Applicable,Commissioned in 2021 - full year data expected,0.17,2,3.20,2 (installed 2021),100.00,,,,,,6NW800154,NZ1504346172,54.810189,-1.7674724
Northumbrian Water,DIPTON STW,DIPTON STW,234/D/0005,6NW800155,,Inlet SO at WwTW,NZ1579054340,GB103023074780,Pont Burn Catchment (trib of Derwent),Dipton Burn,,,Not Applicable,Commissioned in 2020 - full year data expected,257.50,56,71.95,4 (installed 2019),43.91,Installation set-up/design issue,Resolved - Jul,N/A - Ongoing investigation,Scheduled,,6NW800155,NZ1579054340,54.883566,-1.7554069
Northumbrian Water,LOCKHAUGH STW,LOCKHAUGH STW,234/1072,6NW800157,A3,Inlet SO at WwTW,NZ1718058850,GB103023074790,Derwent from Burnhope Burn to River Tyne,RIVER DERWENT,,,Not Applicable,Commissioned in 2020 - full year data expected,0.00,0,6.00,4 (installed 2019),4.82,Installation set-up/design issue,Resolved - Dec,,,,6NW800157,NZ1718058850,54.924048,-1.7334738
Northumbrian Water,MORPETH STW,MORPETH STW,225/1036,6NW800158,A3,Inlet SO at WwTW,NZ2086686427,GB103022077061,Wansbeck from Font to Bothal Burn,RIVER WANSBECK,,,Not Applicable,Commissioned in 2020 - full year data expected,0.00,0,4.75,4 (installed 2019),100.00,,,,,,6NW800158,NZ2086686427,55.171714,-1.6739576
Northumbrian Water,JOYCE TERRACE AND DEERNESS VIEW STW,JOYCE TERRACE AND DEERNESS VIEW STW,244/E/0315,6NW800159,244/E/0315-01,Inlet SO at WwTW,NZ2172042750,GB103024077280,Deerness from Hedleyhope Burn to Browney,River Deerness,,,Not Applicable,Commissioned in 2020 - full year data expected,,,12.48,3 (installed 2020),0.00,Sensor failure / issue,N/A - Ongoing investigation,,,,6NW800159,NZ2172042750,54.779194,-1.6638425
Northumbrian Water,BARTON SEWAGE TREATMENT WORKS,BARTON SEWAGE TREATMENT WORKS,25/02/1080,6NW800160,25/02/1080-03,Inlet SO at WwTW,NZ2315009210,GB103025072040,Barton Beck from Source to Clow Beck,BARTON BECK,,,Not Applicable,Commissioned in 2021 - full year data expected,42.17,12,9.57,2 (installed 2021),99.85,,,,,,6NW800160,NZ2315009210,54.477723,-1.6442488
Northumbrian Water,GRANGE VILLA CSO,GRANGE VILLA CSO,245/1214,6NW800162,,SO on sewer network,NZ2382652069,GB103024077590,Twizell Burn from Source to Cong Burn,Bindy Burn,,,Not Applicable,Commissioned in 2016 - full year data expected,8.00,2,4.12,7 (installed 2016),99.93,,,,,,6NW800162,NZ2382652069,54.862842,-1.6303378
Northumbrian Water,TUDHOE MILL SEWAGE TREATMENT WORKS,TUDHOE MILL SEWAGE TREATMENT WORKS,243/0985,6NW800164,A3,Inlet SO at WwTW,NZ2422735898,GB103024077464,Wear from Gaunless to Browney,VALLEY BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,264.01,55,54.96,4 (installed 2019),99.99,,,N/A - Ongoing investigation,Scheduled,,6NW800164,NZ2422735898,54.717506,-1.6254354
Northumbrian Water,BIRTLEY STW,BIRTLEY STW,235/1891,6NW800165,235/1891-04,Inlet SO at WwTW,NZ2604056690,GB103023075670,Team from Source to Tyne,TEAM,,,Not Applicable,Commissioned in 2021 - full year data expected,268.87,51,31.94,2 (installed 2021),100.00,,,,,,6NW800165,NZ2604056690,54.904257,-1.5954309
Northumbrian Water,CRAMLINGTON SEWAGE TREATMENT WORKS,CRAMLINGTON SEWAGE TREATMENT WORKS,226/1187,6NW800166,226/1187-03,Inlet SO at WwTW,NZ2952082460,GB510302203200,BLYTH (N),RIVER BLYTH (SALINE ESTUARY),,,Not Applicable,Commissioned in 2020 - full year data expected,332.56,55,39.97,4 (installed 2019),99.38,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW800166,NZ2952082460,55.135629,-1.5385109
Northumbrian Water,DURHAM UNIVERSITY STW,DURHAM UNIVERSITY STW,245/1064,6NW800167,C,Inlet SO at WwTW,NZ2736039830,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,SALTWELL GILL,,,Not Applicable,Commissioned in 2020 - full year data expected,208.32,66,55.46,4 (installed 2019),99.89,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW800167,NZ2736039830,54.75268,-1.5764338
Northumbrian Water,CHESTER LE STREET STW,CHESTER LE STREET STW,245/1242,6NW800168,A3,Inlet SO at WwTW,NZ2805051740,GB103024077624,Wear DS of Lumley Park Burn to Tidal Limit,WEAR,,,Not Applicable,Commissioned in 2020 - full year data expected,0.00,0,4.50,4 (installed 2019),32.40,Comms failure / issue,N/A - Ongoing investigation,,,,6NW800168,NZ2805051740,54.859668,-1.5645652
Northumbrian Water,EAST HOWLE STW,EAST HOWLE STW,243/1026,6NW800169,A2,Inlet SO at WwTW,NZ2956733918,GB103024077410,Croxdale Beck from Source to Wear,Tributary of Coxhoe Beck,,,Not Applicable,Commissioned in 2020 - full year data expected,40.25,39,18.98,4 (installed 2019),99.96,,,,,,6NW800169,NZ2956733918,54.699429,-1.5427433
Northumbrian Water,CAMBOIS SEWAGE TREATMENT WORKS,CAMBOIS SEWAGE TREATMENT WORKS,226/1119,6NW800170,226/1119-03,Inlet SO at WwTW,NZ3283084320,GB650301500002,Tyne and Wear,THE NORTH SEA,,,Not Applicable,Commissioned in 2020 - full year data expected,710.14,102,58.46,4 (installed 2019),99.99,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800170,NZ3283084320,55.152135,-1.4863805
